"","Name","IOC","DOB","Height","Weight","Turn.Pro","Prz","Rk","CH","Date","Titles","W","L","country_type","Region","CH_age","Background","sex"
"200","Martina DI GIUSEPPE","Italy",1991-02-10,0,0,0,191335,199,149,2019-07-22,0,309,244,"developed","EUROPE",28,"East","Female"
"201","Sara ERRANI","Italy",1987-04-29,164,60,2002,13204743,200,5,2013-05-20,9,555,390,"developed","EUROPE",26,"West","Female"
"202","Kamilla RAKHIMOVA","Russia",2001-08-28,0,0,0,43111,201,201,2019-11-04,0,70,28,"developing","EUROPE",18,"East","Female"
"203","Marina MELNIKOVA","Russia",1989-02-05,173,64,2006,343978,202,170,2015-05-04,0,339,325,"developing","EUROPE",26,"West","Female"
"204","Arina RODIONOVA","Australia",1989-12-15,168,60,0,1286224,203,116,2017-10-23,0,399,357,"developed","OCEANIA",27,"West","Female"
"206","Jaqueline CRISTIAN","Romania",1998-06-05,0,0,0,130010,205,201,2018-03-19,0,176,119,"developed","EUROPE",19,"West","Female"
"207","Asia MUHAMMAD","United States",1991-04-04,178,66,0,871631,206,124,2017-04-24,0,282,236,"developed","NORTHERN_AMERICA",26,"West","Female"
"208","Ekaterine GORGODZE","Georgia",1991-12-03,0,0,0,296274,207,144,2019-07-15,0,420,283,"developing","EUROPE",27,"West","Female"
"209","Conny PERRIN","Switzerland",1990-12-25,174,0,0,430663,208,134,2018-10-22,0,437,314,"developed","EUROPE",27,"West","Female"
"210","Leylah FERNANDEZ","Canada",2002-09-06,0,0,0,56348,209,209,2019-11-04,0,61,38,"developed","NORTHERN_AMERICA",17,"East","Female"
"211","Dalila JAKUPOVIC","Slovenia",1991-03-24,0,0,0,906971,210,69,2018-11-05,0,327,305,"developed","EUROPE",27,"West","Female"
"212","Diana MARCINKEVICA","Latvia",1992-08-03,0,0,0,245219,211,196,2014-04-28,0,387,309,"developed","EUROPE",21,"West","Female"
"214","Kaylah MCPHEE","Australia",1998-02-04,0,0,0,100520,213,199,2019-09-16,0,107,89,"developed","OCEANIA",21,"West","Female"
"215","Mayo HIBI","Japan",1996-04-03,165,55,2013,314009,214,166,2016-06-20,0,255,166,"developed","ASIA",20,"West","Female"
"216","Elisabetta COCCIARETTO","Italy",2001-01-25,0,0,0,45033,215,215,2019-11-04,0,48,26,"developed","EUROPE",18,"West","Female"
"217","Nuria PARRIZAS DIAZ","Spain",1991-07-15,0,0,0,124238,216,202,2019-10-14,0,352,224,"developed","EUROPE",28,"East","Female"
"218","Johanna LARSSON","Sweden",1988-08-17,174,66,2006,3969675,217,45,2016-09-19,2,439,335,"developed","EUROPE",28,"West","Female"
"220","Valentyna IVAKHNENKO","Russia",1993-06-27,0,0,0,308282,219,167,2018-07-30,0,311,212,"developing","EUROPE",25,"West","Female"
"221","Maja CHWALINSKA","Poland",2001-10-11,0,0,0,49170,220,192,2019-08-12,0,95,39,"developed","EUROPE",17,"West","Female"
"222","Samantha MURRAY","United Kingdom",1987-10-09,178,68,0,272860,221,165,2013-09-23,0,224,183,"developed","EUROPE",25,"West","Female"
"223","Anna BONDAR","Hungary",1997-05-27,0,0,0,121498,222,177,2019-06-10,0,214,97,"developed","EUROPE",22,"West","Female"
"224","YOU Xiaodi","China",1996-05-12,0,0,0,184785,223,213,2019-10-21,0,175,128,"developing","ASIA",23,"West","Female"
"225","Eugenie BOUCHARD","Canada",1994-02-25,178,61,0,6419824,224,5,2014-10-20,1,258,193,"developed","NORTHERN_AMERICA",20,"West","Female"
"226","Lesley PATTINAMA KERKHOVE","Netherlands",1991-11-04,172,0,2010,580295,225,149,2017-10-16,0,370,265,"developed","EUROPE",25,"West","Female"
"227","Denisa ALLERTOVA","Czech Republic",1993-03-07,180,65,0,1461026,226,55,2016-03-21,0,248,152,"developed","EUROPE",23,"West","Female"
"228","Katharina HOBGARSKI","Germany",1997-06-18,0,0,0,136892,227,193,2019-09-16,0,208,113,"developed","EUROPE",22,"West","Female"
"229","Laura Ioana PAAR","Romania",1988-05-31,0,0,0,172068,228,219,2019-09-16,0,434,242,"developed","EUROPE",31,"West","Female"
"230","Aleksandrina NAYDENOVA","Bulgaria",1992-02-29,0,0,0,237268,229,218,2019-09-09,0,335,267,"developed","EUROPE",27,"West","Female"
"231","MA Shuyue","China",1999-06-29,0,0,0,63488,230,204,2019-05-20,0,102,78,"developing","ASIA",19,"West","Female"
"232","Julia GRABHER","Austria",1996-07-02,170,60,0,125356,231,198,2018-03-19,0,222,124,"developed","EUROPE",21,"West","Female"
"233","Jovana JAKSIC","Serbia",1993-09-30,180,69,2009,446500,232,102,2014-05-12,0,301,212,"developing","EUROPE",20,"West","Female"
"234","YUAN Yue","China",1998-09-25,0,0,0,72965,233,222,2019-10-07,0,114,82,"developing","ASIA",21,"West","Female"
"235","XUN Fang Ying","China",1995-01-14,0,0,0,214545,234,183,2019-06-17,0,220,184,"developing","ASIA",24,"West","Female"
"236","XU Shilin","China",1998-01-10,0,0,0,258250,235,190,2019-05-06,0,144,125,"developing","ASIA",21,"East","Female"
"237","Eva GUERRERO ALVAREZ","Spain",1999-09-04,0,0,0,47687,236,236,2019-11-04,0,139,61,"developed","EUROPE",20,"West","Female"
"238","Daria GAVRILOVA","Australia",1994-03-05,166,61,0,3941961,237,20,2017-08-28,1,256,204,"developed","OCEANIA",23,"West","Female"
"239","Anastasiya KOMARDINA","Russia",1997-07-08,0,0,0,166987,238,172,2017-04-10,0,216,111,"developing","EUROPE",19,"West","Female"
"240","Amandine HESSE","France",1993-01-16,164,55,0,698069,239,154,2016-05-09,0,294,275,"developed","EUROPE",23,"East","Female"
"241","Katie SWAN","United Kingdom",1999-03-24,0,0,0,405715,240,163,2018-10-22,0,126,77,"developed","EUROPE",19,"West","Female"
"242","Ellen PEREZ","Australia",1995-10-10,169,0,0,367671,241,162,2019-08-12,0,130,100,"developed","OCEANIA",23,"West","Female"
"243","Ulrikke EIKERI","Norway",1992-12-16,0,0,0,208000,242,206,2018-04-16,0,356,214,"developed","EUROPE",25,"West","Female"
"245","Katharina GERLACH","Germany",1998-02-19,0,0,0,81096,244,244,2019-11-04,0,144,118,"developed","EUROPE",21,"West","Female"
"246","Kimberly BIRRELL","Australia",1998-04-29,170,62,2014,296605,245,154,2019-05-06,0,94,94,"developed","OCEANIA",21,"West","Female"
"247","LIU Fangzhou","China",1995-12-12,0,0,0,450352,246,127,2017-04-24,0,234,159,"developing","ASIA",21,"West","Female"
"248","Harmony TAN","France",1997-09-11,0,0,0,258674,247,217,2019-08-26,0,175,155,"developed","EUROPE",21,"West","Female"
"249","Jaimee FOURLIS","Australia",1999-09-17,168,61,0,313129,248,189,2018-09-24,0,106,82,"developed","OCEANIA",19,"West","Female"
"250","Maryna ZANEVSKA","Belgium",1993-08-24,175,59,0,818236,249,105,2017-08-21,0,360,217,"developed","EUROPE",24,"West","Female"
"251","Tessah ANDRIANJAFITRIMO","France",1998-10-11,0,60,0,201356,250,242,2019-10-14,0,169,122,"developed","EUROPE",21,"West","Female"
"252","Victoria KAN","Russia",1995-08-03,0,0,0,143209,251,151,2014-03-31,0,276,104,"developing","EUROPE",18,"West","Female"
"253","Dalma GALFI","Hungary",1998-08-13,178,0,0,161884,252,136,2017-06-12,0,166,109,"developed","EUROPE",18,"West","Female"
"254","Akiko OMAE","Japan",1993-01-29,0,0,0,200301,253,188,2017-04-03,0,279,226,"developed","ASIA",24,"West","Female"
"255","Luksika KUMKHUM","Thailand",1993-07-21,167,67,0,1137955,254,66,2018-11-19,0,317,161,"developing","ASIA",25,"West","Female"
"257","Katherine SEBOV","Canada",1999-01-05,0,0,0,111998,256,192,2019-10-21,0,139,91,"developed","NORTHERN_AMERICA",20,"West","Female"
"258","Indy DE VROOME","Netherlands",1996-05-21,0,0,0,142772,257,177,2014-07-14,0,174,113,"developed","EUROPE",18,"East","Female"
"259","Kyoka OKAMURA","Japan",1995-10-06,0,0,0,111986,258,223,2016-05-23,0,210,157,"developed","ASIA",20,"West","Female"
"260","Georgina GARCIA PEREZ","Spain",1992-05-13,187,73,0,421465,259,124,2018-11-05,0,244,187,"developed","EUROPE",26,"West","Female"
"261","Despina PAPAMICHAIL","Greece",1993-02-09,0,0,0,155172,260,258,2019-10-14,0,387,272,"developed","EUROPE",26,"West","Female"
"262","Tereza SMITKOVA","Czech Republic",1994-10-10,176,63,0,983215,261,57,2015-04-06,0,265,189,"developed","EUROPE",20,"East","Female"
"264","Jamie LOEB","United States",1995-03-08,168,61,2015,454200,263,132,2018-02-05,0,182,139,"developed","NORTHERN_AMERICA",22,"West","Female"
"265","Jana FETT","Croatia",1996-11-02,168,0,0,424625,264,97,2017-10-30,0,197,130,"developed","EUROPE",21,"West","Female"
"266","Valentini GRAMMATIKOPOULOU","Greece",1997-02-09,164,0,0,312229,265,158,2018-11-19,0,275,170,"developed","EUROPE",21,"West","Female"
"267","Tena LUKAS","Croatia",1995-05-10,0,0,0,123001,266,241,2018-10-01,0,276,186,"developed","EUROPE",23,"East","Female"
"268","Clara TAUSON","Denmark",2002-12-21,0,0,0,43068,267,267,2019-11-04,0,60,15,"developed","EUROPE",16,"West","Female"
"269","Catherine HARRISON","United States",1994-04-09,0,0,0,43770,268,268,2019-11-04,0,102,74,"developed","NORTHERN_AMERICA",25,"West","Female"
"270","Maia LUMSDEN","United Kingdom",1998-01-10,0,0,0,78394,269,250,2019-10-14,0,118,91,"developed","EUROPE",21,"West","Female"
"271","Alexandra CADANTU","Romania",1990-05-03,170,56,0,920135,270,59,2014-01-06,0,386,297,"developed","EUROPE",23,"West","Female"
"272","Louisa CHIRICO","United States",1996-05-16,175,64,0,999409,271,58,2016-10-24,0,196,158,"developed","NORTHERN_AMERICA",20,"West","Female"
"273","Chihiro MURAMATSU","Japan",1998-05-22,0,0,0,66920,272,272,2019-11-04,0,147,102,"developed","ASIA",21,"West","Female"
"274","Grace MIN","United States",1994-05-06,163,64,0,669929,273,97,2015-03-02,0,292,206,"developed","NORTHERN_AMERICA",20,"West","Female"
"276","Kathinka VON DEICHMANN","Liechtenstein",1994-05-16,0,0,0,263751,275,153,2018-10-08,0,297,171,"developing","EUROPE",24,"West","Female"
"277","Myrtille GEORGES","France",1990-12-21,0,63,2011,509785,276,168,2016-07-18,0,371,309,"developed","EUROPE",25,"West","Female"
"278","Urszula RADWANSKA","Poland",1990-12-07,177,57,2005,1923521,277,29,2012-10-08,0,358,281,"developed","EUROPE",21,"East","Female"
"279","Eleonora MOLINARO","Luxembourg",2000-09-04,0,0,0,49287,278,275,2019-10-14,0,123,53,"developed","EUROPE",19,"West","Female"
"280","Patty SCHNYDER","Switzerland",1978-12-14,168,56,1994,8570478,279,7,2005-11-14,11,669,430,"developed","EUROPE",26,"East","Female"
"281","Daria LOPATETSKA","Ukraine",2003-04-23,0,0,0,25684,279,216,2019-06-17,0,45,9,"developing","EUROPE",16,"West","Female"
"283","JANG Su Jeong","South Korea",1995-03-13,0,0,0,330126,281,120,2017-06-12,0,275,203,"developing","ASIA",22,"West","Female"
"284","Katerina STEWART","United States",1997-07-17,0,0,0,159595,282,158,2015-07-27,0,178,83,"developed","NORTHERN_AMERICA",18,"West","Female"
"285","Tereza MRDEZA","Croatia",1990-11-14,173,0,0,415462,283,150,2015-10-12,0,360,248,"developed","EUROPE",24,"West","Female"
"286","Dejana RADANOVIC","Serbia",1996-05-14,0,0,0,130362,284,187,2018-07-02,0,226,153,"developing","EUROPE",22,"West","Female"
"287","Hailey BAPTISTE","United States",2001-11-03,0,0,0,54013,285,244,2019-10-07,0,57,24,"developed","NORTHERN_AMERICA",17,"West","Female"
"288","Rebecca MARINO","Canada",1990-12-16,183,64,2008,544764,286,38,2011-07-11,0,218,134,"developed","NORTHERN_AMERICA",20,"West","Female"
"289","Jodie BURRAGE","United Kingdom",1999-05-28,0,0,0,49967,287,233,2019-06-17,0,113,70,"developed","EUROPE",20,"East","Female"
"290","Lara SALDEN","Belgium",1999-01-29,0,0,0,41541,288,288,2019-11-04,0,100,55,"developed","EUROPE",20,"West","Female"
"291","Ayano SHIMIZU","Japan",1998-04-11,0,0,0,192595,289,175,2019-05-13,0,163,108,"developed","ASIA",21,"West","Female"
"292","Nicoleta DASCALU","Romania",1995-12-19,0,0,0,87955,290,277,2016-07-25,0,211,126,"developed","EUROPE",20,"West","Female"
"293","Olivia ROGOWSKA","Australia",1991-06-07,175,58,2007,982880,291,102,2014-08-11,0,388,299,"developed","OCEANIA",23,"West","Female"
"294","Naiktha BAINS","United Kingdom",1997-12-17,0,0,0,221473,292,222,2019-06-24,0,134,149,"developed","EUROPE",21,"East","Female"
"295","Belinda WOOLCOCK","Australia",1995-01-24,0,0,0,59066,293,293,2019-11-04,0,85,64,"developed","OCEANIA",24,"West","Female"
"296","Marie BENOIT","Belgium",1995-03-16,0,0,0,114482,294,254,2019-06-17,0,292,185,"developed","EUROPE",24,"West","Female"
"297","Simona WALTERT","Switzerland",2000-12-13,0,0,0,42622,295,290,2019-10-21,0,86,50,"developed","EUROPE",18,"West","Female"
"298","Jule NIEMEIER","Germany",1999-08-12,0,0,0,28999,296,264,2019-08-26,0,67,38,"developed","EUROPE",20,"East","Female"
"299","Sofya ZHUK","Russia",1999-12-01,0,0,0,398717,297,116,2018-12-17,0,123,66,"developing","EUROPE",19,"West","Female"
"300","Miharu IMANISHI","Japan",1992-05-20,0,0,0,192884,298,187,2018-05-28,0,244,209,"developed","ASIA",26,"West","Female"
"301","Maryna CHERNYSHOVA","Ukraine",1999-06-25,0,0,0,58415,299,280,2019-09-09,0,138,66,"developing","EUROPE",20,"East","Female"
"302","Lucie HRADECKA","Czech Republic",1985-05-21,177,72,0,5470517,300,41,2011-06-06,0,511,349,"developed","EUROPE",26,"West","Female"
"303","Susan BANDECCHI","Switzerland",1998-07-01,0,0,0,40332,301,285,2019-10-14,0,144,99,"developed","EUROPE",21,"West","Female"
"304","Stephanie WAGNER","Germany",1994-09-17,0,0,0,32937,302,265,2019-08-05,0,89,67,"developed","EUROPE",24,"West","Female"
"305","Lea BOSKOVIC","Croatia",1999-09-22,0,0,0,42426,303,292,2019-09-30,0,89,48,"developed","EUROPE",20,"West","Female"
"309","Anastasia GASANOVA","Russia",1999-05-15,0,0,2014,69596,307,261,2019-07-15,0,140,75,"developing","EUROPE",20,"West","Female"
"311","Anna DANILINA","Kazakhstan",1995-08-20,0,0,0,87282,309,309,2019-11-04,0,134,103,"developing","ASIA",24,"West","Female"
"312","Audrey ALBIE","France",1994-10-24,0,0,0,144991,310,278,2019-04-22,0,167,132,"developed","EUROPE",24,"West","Female"
"313","Martina CAREGARO","Italy",1992-05-19,0,0,0,130656,311,253,2016-02-22,0,339,265,"developed","EUROPE",23,"West","Female"
"314","Peangtarn PLIPUECH","Thailand",1992-11-15,0,0,0,208842,312,175,2017-07-31,0,273,230,"developing","ASIA",24,"West","Female"
"315","ZHANG Kai-Lin","China",1990-01-28,0,0,0,430907,313,103,2016-09-12,0,264,185,"developing","ASIA",26,"West","Female"
"316","Risa OZAKI","Japan",1994-04-10,163,57,0,726631,314,70,2017-04-24,0,244,216,"developed","ASIA",23,"East","Female"
"317","Stefania RUBINI","Italy",1992-12-05,0,0,0,75621,315,293,2018-10-15,0,201,169,"developed","EUROPE",25,"East","Female"
"318","Dominika CIBULKOVA","Slovakia",1989-05-06,161,55,2004,13725520,316,4,2017-03-20,8,450,299,"developed","EUROPE",27,"West","Female"
"319","Gabriela TALABA","Romania",1995-08-23,0,0,0,62001,317,266,2019-09-30,0,158,113,"developed","EUROPE",24,"West","Female"
"320","Daniela HANTUCHOVA","Slovakia",1983-04-23,181,62,1999,10436407,317,5,2003-01-27,7,570,415,"developed","EUROPE",19,"West","Female"
"321","Ylena IN-ALBON","Switzerland",1999-03-06,0,0,0,98712,318,175,2019-05-20,0,147,85,"developed","EUROPE",20,"East","Female"
"322","Elizabeth HALBAUER","United States",1997-07-10,0,0,0,93025,319,260,2017-01-30,0,171,127,"developed","NORTHERN_AMERICA",19,"West","Female"
"323","Mirjam BJORKLUND","Sweden",1998-07-29,0,0,0,47016,320,299,2019-08-05,0,119,63,"developed","EUROPE",21,"West","Female"
"324","Hanna CHANG","United States",1998-02-25,0,0,0,50818,321,321,2019-11-04,0,150,92,"developed","NORTHERN_AMERICA",21,"West","Female"
"325","Alexa GLATCH","United States",1989-09-10,183,66,2005,788369,322,102,2009-08-03,0,298,224,"developed","NORTHERN_AMERICA",19,"West","Female"
"326","Fanny STOLLAR","Hungary",1998-11-12,0,0,0,344564,323,114,2018-11-19,0,118,101,"developed","EUROPE",20,"East","Female"
"327","Daria SNIGUR","Ukraine",2002-03-27,0,0,0,18792,324,319,2019-10-14,0,46,10,"developing","EUROPE",17,"West","Female"
"328","Hiroko KUWATA","Japan",1990-12-18,0,0,0,309933,325,150,2016-05-09,0,268,225,"developed","ASIA",25,"West","Female"
"329","Momoko KOBORI","Japan",1998-08-22,0,0,0,85159,326,226,2019-04-22,0,124,91,"developed","ASIA",20,"West","Female"
"331","Vera LAPKO","Belarus",1998-09-29,184,0,0,696145,328,60,2018-10-01,0,147,83,"developing","EUROPE",20,"East","Female"
"332","Abbie MYERS","Australia",1994-07-18,0,0,0,114358,329,257,2019-04-29,0,162,167,"developed","OCEANIA",24,"West","Female"
"333","Leonie KUNG","Switzerland",2000-10-21,0,0,0,52868,330,322,2019-09-30,0,114,80,"developed","EUROPE",18,"West","Female"
"334","Diane PARRY","France",2002-09-01,0,0,0,218111,331,311,2019-07-22,0,35,28,"developed","EUROPE",16,"West","Female"
"335","Coco VANDEWEGHE","United States",1991-12-06,185,70,2008,7347865,332,10,2017-11-06,2,290,233,"developed","NORTHERN_AMERICA",25,"West","Female"
"336","Claire LIU","United States",2000-05-25,170,0,0,429728,333,137,2019-01-14,0,98,74,"developed","NORTHERN_AMERICA",18,"West","Female"
"337","Zuzana ZLOCHOVA","Slovakia",1990-01-24,0,0,0,152925,334,263,2013-01-28,0,405,273,"developed","EUROPE",23,"East","Female"
"338","Sabine LISICKI","Germany",1989-09-22,178,68,2006,7093923,335,12,2012-05-21,4,327,250,"developed","EUROPE",22,"East","Female"
"339","Mari OSAKA","Japan",1996-04-03,0,0,0,89174,336,280,2018-05-28,0,189,154,"developed","ASIA",22,"West","Female"
"340","Nudnida LUANGNAM","Thailand",1987-02-27,0,0,0,211404,337,195,2013-05-13,0,425,314,"developing","ASIA",26,"West","Female"
"341","Jesika MALECKOVA","Czech Republic",1994-08-16,0,0,0,138081,338,191,2016-06-20,0,238,156,"developed","EUROPE",21,"West","Female"
"342","Sabina SHARIPOVA","Uzbekistan",1994-09-04,0,0,0,369735,339,122,2018-11-05,0,298,196,"developing","ASIA",24,"West","Female"
"343","Junri NAMIGATA","Japan",1982-07-05,0,0,0,614754,340,105,2011-02-28,0,464,366,"developed","ASIA",28,"West","Female"
"344","Olga SAEZ LARRA","Spain",1994-09-18,0,0,0,137937,341,231,2017-05-22,0,361,240,"developed","EUROPE",22,"East","Female"
"345","Margot YEROLYMOS","France",1997-04-19,0,0,0,100946,342,325,2019-10-14,0,197,130,"developed","EUROPE",22,"West","Female"
"346","Jessica PIERI","Italy",1997-04-24,0,0,0,105937,343,205,2018-05-28,0,157,117,"developed","EUROPE",21,"East","Female"
"348","Tsvetana PIRONKOVA","Bulgaria",1987-09-13,180,65,2002,4497095,344,31,2010-09-13,1,394,309,"developed","EUROPE",23,"East","Female"
"349","Guiomar MARISTANY ZULETA DE REALES","Spain",1999-02-19,0,0,0,45027,345,308,2019-08-05,0,137,82,"developed","EUROPE",20,"West","Female"
"350","KIM Dabin","South Korea",1997-01-02,0,0,0,58993,346,318,2019-08-05,0,158,122,"developing","ASIA",22,"West","Female"
"351","Francesca JONES","United Kingdom",2000-09-19,0,0,0,51952,347,297,2019-06-24,0,94,53,"developed","EUROPE",18,"West","Female"
"352","SUN Ziyue","China",1996-07-06,0,0,0,43566,348,348,2019-11-04,0,99,76,"developing","ASIA",23,"West","Female"
"353","Irene BURILLO ESCORIHUELA","Spain",1997-07-23,0,0,0,61468,349,340,2019-09-30,0,203,145,"developed","EUROPE",22,"West","Female"
"354","Francoise ABANDA","Canada",1997-02-05,178,66,0,532210,350,111,2017-10-09,0,168,126,"developed","NORTHERN_AMERICA",20,"West","Female"
"355","Haruka KAJI","Japan",1994-09-25,0,0,0,79718,351,283,2018-01-29,0,152,127,"developed","ASIA",23,"West","Female"
"356","Katie BOULTER","United Kingdom",1996-08-01,0,0,0,506256,352,82,2019-02-18,0,172,117,"developed","EUROPE",22,"West","Female"
"357","Katy DUNNE","United Kingdom",1995-02-16,0,0,0,270613,353,212,2018-05-28,0,188,162,"developed","EUROPE",23,"West","Female"
"358","Sofya LANSERE","Russia",2000-09-29,0,0,0,40412,354,308,2019-06-10,0,49,44,"developing","EUROPE",18,"West","Female"
"359","Amanda CARRERAS","United Kingdom",1990-05-16,0,0,0,136370,355,236,2017-04-24,0,392,240,"developed","EUROPE",26,"West","Female"
"360","Lucia BRONZETTI","Italy",1998-12-10,0,0,0,40295,356,350,2019-07-22,0,142,105,"developed","EUROPE",20,"West","Female"
"361","Katarzyna PITER","Poland",1991-02-16,173,56,2006,565953,357,95,2014-05-12,0,401,307,"developed","EUROPE",23,"West","Female"
"362","Anastasia ZAKHAROVA","Russia",2002-01-18,0,0,0,26597,358,357,2019-10-21,0,74,27,"developing","EUROPE",17,"West","Female"
"364","Anastasia ZARYCKA","Czech Republic",1998-01-08,0,0,0,100764,360,206,2019-07-01,0,140,74,"developed","EUROPE",21,"West","Female"
"365","Eri HOZUMI","Japan",1994-02-17,168,62,0,850080,361,144,2014-11-10,0,242,213,"developed","ASIA",20,"West","Female"
